07738705d933654e74b3e95828a0b2ed,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	314	93.13
0cfbab4021585359c764b55e91930139,Eukaryota	Cryptophyta	Pyrenomonadales,90.91	66	85.69
1dede6abdc7ec1160f60fbb8a6754cbb,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.41	88	89.00
2889130880b2506c289e3a383c2785b5,Eukaryota	Metazoa	Chordata	Tunicata	Thaliacea	Salpida	Salpidae,100	133	73.17
3bd6b382e9a358bf65c4edeed1baf87e,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.27	249	90.37
3c209b7f8927f275a05d5b7e2e713d9f,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	133	91.46
3c625e15e03c0ce893f5923d6a6f0f10,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,94.77	153	88.80
3d3077beb695591c41a7142e66196130,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Hexapoda	Insecta	Pterygota	Neoptera,89.61	154	85.45
3ec331b00627c73e3141c56040362b75,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	153	91.67
3fae3534724ed57390546499bfa62de8,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.21	118	89.23
40860602e49ca9babd7b64cca75c4557,Eukaryota	Alveolata	Apicomplexa	Conoidasida	Gregarinasina	Eugregarinorida	Lecudinidae,98.04	153	72.38
4950889f0495321950964096a99529dc,Eukaryota,88.24	153	84.14
4d89fb2b2cd129e0cdbd9bbb7222fb4d,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Mammalia	Eutheria	Euarchontoglires,100	149	73.30
51a2e8efbdae4982fefe99c5eb1619ef,Eukaryota,100	153	91.40
52f46353c2f8762fa77f872101d4be60,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda,100	133	91.46
5a52c74b12e2103fb1cb1f28f46395ec,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.41	88	89.00
5baa8e17c1bade43f5ffb2cc3b3c4041,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda,100	153	91.67
5fb3f6e31c705bb1f26251a881037695,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Hexapoda	Insecta	Pterygota	Neoptera	Paraneoptera	Hemiptera	Euhemiptera	Heteroptera	Panheteroptera	Cimicomorpha	Anthocoridae,91.5	153	86.42
69caf142f5d1e94b730473ef973675f9,Eukaryota	Cryptophyta	Pyrenomonadales,83.46	127	80.73
6acda3b7749aa6b64e940934ec0049a1,Eukaryota	Metazoa,92.16	153	86.63
6c392825def4a47e27008c6387765c89,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas,100	133	73.17
6cc887d77a83d85edae704b286e404fa,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	141	91.54
774596d29eb7be92ba3cc0d76ac41241,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
881c438e31ea22866f3a080897c2f26c,Eukaryota,93.46	153	87.10
88f7fe516710842d6b214e7b774d1490,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	154	91.68
89e3d04f3144d57c07a46798464b6536,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	133	91.46
8cd76fbbee30b3cd965b91be8e573834,Eukaryota	Rhizaria	Foraminifera,91.18	204	87.06
9666fab3ce337f05389ddf3ed8ba6d8b,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.95	159	90.03
9d2f12feb0aba491355b5f69c465a350,Eukaryota	Metazoa,92.16	153	86.63
