035b497c71ec2688a9848aa5c50ee415,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Suctoria	Exogenida	Ephelotidae	Ephelota,97.39	153	71.95
0a17842af07f02ba3ae4fc6ef305dbca,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
16e43ed9603d55d52d918cc5e3e83e3c,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Hexapoda	Insecta	Pterygota	Neoptera	Paraneoptera	Hemiptera	Euhemiptera	Heteroptera	Panheteroptera	Cimicomorpha	Anthocoridae	Anthocorinae	Anthocoris,86.36	132	83.01
178b0c92c024a7537d0819bfc9ddf9ea,Eukaryota	Alveolata,99.25	133	71.33
1d07b015db7607518e9615187458592e,Eukaryota,92.16	153	86.14
264d60d45a5cce893ac370fc3f00c5f7,Eukaryota	Alveolata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum,100	133	73.09
265d15da3abd471cf7651152f1a525f5,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
2714170b4289927fd0d5eafe2b70aaa9,Eukaryota	Stramenopiles	Bacillariophyta,90.85	153	86.33
305625521eaa7e8695c6decac95c02b7,Eukaryota	Alveolata	Apicomplexa	Conoidasida	Gregarinasina	Eugregarinorida,92.80	202	70.48
3860cbf05c13a1d858a735716b385a44,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,97.6	167	72.37
39e4ac515fb564208b80e54bcc06f0ee,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
3f3c77cbd4de19a68f45249423571e68,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	153	91.67
4059589398ac56397543d65b8ea3253d,Eukaryota	Stramenopiles,100	153	73.33
4531cfd005ea274fc61739786d362cd2,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Hexapoda	Insecta	Pterygota	Neoptera,89.61	154	85.45
4ced93f5f6f89f1bad4ce4ae56ac124e,Eukaryota	Viridiplantae	Streptophyta	Embryophyta	Tracheophyta	Spermatophyta	Magnoliophyta,99.35	153	91.13
4d04ec1ce4702d836058ce188b5cf14d,Eukaryota	Stramenopiles,100	153	73.33
4e346a3b32e10359fcce161d6236e9c7,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Suctoria	Exogenida	Ephelotidae	Ephelota,97.39	153	71.95
50c46daaafcac04273d33ccd9c036204,Eukaryota	Stramenopiles,100	153	73.33
5ef7a7f6216ae91df7daf768e0c96314,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Achelata	Palinuroidea	Scyllaridae,100	133	73.17
620b2ab9f12e2d6ce053a0b6d98c4db3,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas,100	152	73.32
6249043ba6ffb1d15f9e3754ae5b3fa2,Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas,100	133	73.17
63b7e7614da4cd830c5c081a05d027eb,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Mammalia	Eutheria	Euarchontoglires,100	153	73.33
66fe105282c1ee1ba9a36c60cc9f623a,Eukaryota,86.93	153	82.77
674f8c21a7e9b3f2633ca4c729d72bc4,Eukaryota	Alveolata	Apicomplexa	Conoidasida	Gregarinasina	Eugregarinorida	Lecudinidae,98.69	153	72.59
67be66d2c8e74cbdf0786fb5b9e2b2cb,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea,98.5	133	90.04
69b7fe3a9944722c3a4a443b98a6397b,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,97.39	153	90.30
