033710110ef4efd61bcbed4daf0657ce,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata,97.94	194	72.62
07db0bcb0f1dab448477fce25c6a9fae,Eukaryota	Stramenopiles,100	192	91.74
0bfad0cbb9323b10755f665860bce882,Eukaryota	Metazoa	Chordata	Craniata,100	194	92.09
103395f2496609e6065c60154b6d83ec,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida,98.14	215	90.49
1673d37b967bc03bc461ccce42fcca20,Eukaryota	Metazoa	Cnidaria	Myxozoa	Myxosporea	Bivalvulida,98.95	190	86.96
18f9d9400af60125986792ee0837d276,Eukaryota	Metazoa	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata,97.95	195	72.63
1b827c34f5b7cd23bef6fb83561cc855,Eukaryota	Alveolata	Dinophyceae,88.78	196	84.23
1bdf1429d020b3b640eea21c598497e7,Eukaryota	Metazoa,100	39	89.08
2800de29dfe4e3fa9a4d12c760d1bd0f,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,99.48	194	91.76
29de5d6587e3f8442fcd9b322ab394b5,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	Vorticellidae	Carchesium	Carchesium polypinum,100	194	73.56
409e4ff145cac03860dad730deb2c9d6,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea,100	191	91.84
42a2e462a45f66353d8ca6c699faccf6,Eukaryota	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales,96.39	194	71.97
4b9842d1bc513eea8b507421d776c93a,Eukaryota,100	43	88.29
4d76d22f5bb82dec44c339908bbbd87c,Eukaryota	Metazoa	Ecdysozoa	Arthropoda,96.23	53	70.76
557551b103251dbb0c9f23da405df2a2,Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia,99.48	194	73.34
57bef94d1115c5043ff9797f4fabb032,Eukaryota	Amoebozoa	Discosea	Flabellinia	Vannellidae,95.63	206	71.34
5e5c0bd70deaa1a3426fcdca7c7c1ece,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea,100	192	91.90
5e8af3dc7e8d7b9e7beb687cceeb67ca,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales,100	194	92.09
6b65d35fbed4ebcd45eede4ecb1590ab,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales,100	195	92.10
72fd97ca4899eefbef81d60ca4850126,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina,98.45	193	90.86
7470e831261824cbd9d0ab29f4e36a08,Eukaryota	Stramenopiles	Bacillariophyta,89.86	69	85.04
7585cda07f69bfac6689ce093fb92bf2,Eukaryota,100	29	89.18
7974cb903621f8cb10b675c72155480b,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	Vorticellidae	Carchesium	Carchesium polypinum,100	181	73.45
7f390933ade5f068282f8aa870d4eddf,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea,89.8	196	85.04
7f46429db32c0b042994536812024eac,Eukaryota,94.44	54	86.92
83a3377ec92574b6b786215ca4f9bc0c,Eukaryota	Metazoa,100	39	89.08
85374734982cd42db42756aa5ecff3ad,Eukaryota	Metazoa	Platyhelminthes	Trematoda	Digenea,97.95	195	90.19
872a1a39096ba12825b5970da166f865,Eukaryota	Alveolata	Ciliophora,90.26	195	86.01
96dcd83ea602c47850454cd58748d478,Eukaryota,87.26	212	84.08
985d8fd8c6f0b3bdb740a57f23ca778b,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina,98.13	214	90.91
9d1d4b5d455dab18ec2a64b33514842b,Eukaryota	Cryptophyta	Cryptomonadales	Cryptomonadaceae	Cryptomonas,99.48	194	91.54
a829e9db300d53ba5a856c4b8475862d,Eukaryota	Stramenopiles,100	191	91.72
bf3eeda689e723e74be0995eedaad5d1,Eukaryota	Alveolata	Ciliophora,90.31	196	85.84
c3547cfe17a114ad758133d08e83904c,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida,100	196	90.19
c4d0168b9041a1d4057a54d08fa18ba8,Eukaryota,92.71	192	86.80
cf98a6067c19ff27084601a15ad2b335,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,100	192	92.01
e232af60e3d0ac2629d38799c8595bde,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,92.11	190	85.64
e3e5a7c2d3c2ee5c8530315bbfad6802,Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida,97.95	195	90.12
e4c690000961ac6ef86c1115293fbb6d,Eukaryota	Metazoa	Platyhelminthes	Trematoda	Digenea,97.45	196	89.91
ec79873ce3a4ba82fa2632d68d61283f,Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae,99.47	189	73.29
eee008892012db0d10b4eda2d91f45fd,Eukaryota	Alveolata	Ciliophora	Intramacronucleata,98.97	195	70.77
f85df35c8a01aacc6b36831aa52712a7,Eukaryota	Alveolata,92.06	189	86.64
