06ae0871231e2e4d50f8bfdc61638f25,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	314	93.09
0cf57308fb2d0b37aaad1ec64d915a3d,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Leptothecata	Sertulariidae,96.55	109	71.45
0f30b056cd4c30fbce45a93e835ed5fc,Eukaryota	Stramenopiles,96.99	166	90.20
1128231472e37b4c914859fc744c3a21,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,100	88	72.67
119cbdbd33c2856db493d6a8735c3039,Eukaryota	Cryptophyta	Cryptomonadales	Cryptomonadaceae	Cryptomonas,93.37	166	87.88
12d085c70908474919f5b1d353668ffa,Eukaryota	Metazoa	Ecdysozoa	Arthropoda,95.12	164	87.72
13bd67f026c82a82c3b77a9a3c5b78f4,Eukaryota	Metazoa	Ecdysozoa	Arthropoda,95.12	164	87.72
13bda82e97790593c4d91a82782c0172,Eukaryota	Alveolata,90.8	163	85.33
147f8480cf2432d9b967ae606d1e79d7,Eukaryota,93.85	65	89.92
18f366b7ccd45c15b4173756a75f52c6,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	162	91.63
1cee9a0ddd49e45e6398a3433bac54f9,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae,99.4	168	73.21
2557764e47c39632c86aca7031986e98,Eukaryota	Alveolata,89.94	169	84.98
2aa29188429cbcf984bc43f89190fe6f,Eukaryota	Alveolata	Dinophyceae,96.27	161	88.50
2c2c86b89da25d56756752ff40222b70,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,98.75	160	90.48
2c3935622101e4fefd1e1f96e0185278,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae	Physonectae,100	88	72.67
2e3a49d20df730cffb848135b4790aea,Eukaryota	Fungi,100	164	90.85
3cfc325f0b2ce3435c69ce6f08be505c,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus furcatus,100	164	91.78
3d9bd041d29627bdc3f12b59ee03a602,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida	Metridinidae,99.39	164	91.22
40dbde1ff470848c79811eb7c0321d67,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	128	91.25
414f57660862605e3413d0024c5c6407,Eukaryota	Stramenopiles,96.99	166	90.20
466a7b05754e464e8209a07024b15b4a,Eukaryota	Metazoa	Lophotrochozoa	Annelida	Clitellata	Oligochaeta	Haplotaxida	Tubificina	Naididae,99.39	164	73.17
4bb4b9d224427cfc78b7ee8f5dcad283,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,97.46	139	90.10
4e20249c44f6e9ad57e0771a1a124c79,Eukaryota	Fungi,87.35	166	83.83
56e184e79ce4b09b67250c39fc0bc7fb,Eukaryota,94.44	54	85.51
56e53a82c3284b574e2d18205db60eea,Eukaryota	Metazoa	Lophotrochozoa	Annelida	Clitellata	Oligochaeta	Haplotaxida	Tubificina	Naididae,99.39	164	73.17
5c1ecafdb984fa665feec3ac96af8f4a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,91.82	159	86.85
6b5a41ac34ff66c36ccaaab0569e8943,Eukaryota	Alveolata,90.8	163	85.33
6bfd78e0448c678f02f89ee7bf1cc343,Eukaryota,97.06	77	90.26
6c8ffe189807df3470ddf3639790b36d,Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	mitosporic Pleosporales	Dictyosporium,100	163	73.42
705b2f30e298a4836d05bb7c202846cd,Eukaryota	Stramenopiles,92.26	168	70.60
70b5518e6e9a8b6edcf7c0d3acc321d2,Eukaryota	Alveolata	Dinophyceae,91.98	162	86.98
7667b53395316cee8ebf16a84ae0c02e,Eukaryota	Rhizaria,100	167	88.30
780cb8b862341b2391851fd96d1ce7c3,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,95.68	162	89.27
79936c637a2a010e8d162878ef10f183,Eukaryota	Rhizaria	Cercozoa,100	168	71.22
7a121cf51aa8875597746927065b905f,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,96.3	162	89.63
7c656fa506f646f89fccfcb4496147b6,Eukaryota	Alveolata	Dinophyceae,96.27	161	88.50
8f8dd59ef6fde60499c22d2b882df329,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,91.82	159	86.85
96631a6e995d5442bbb5c260ea985762,Eukaryota	Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae,98.2	167	88.34
981b923ed84fcd6fa90a1fce603b8f74,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,98.75	160	90.48
99c69ba04b49088c7b2ebcdbfa520777,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	128	91.25
a72fe7f940b386cad64fa547638e1e9a,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina,93.83	162	88.08
aa831988991b5b653162c8dab3f77b0f,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	314	93.09
afc719f1c7277ebdc6b6ba3c45fe031f,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,88.27	162	84.42
b004dde2ed374ab8eaf9fe69f70c2ebe,Eukaryota	Alveolata,86.23	167	83.86
b302c9a7794bfd24bd126c6a5aae4fea,Eukaryota	Alveolata,95.81	167	86.24
b4ca53c1525f487fd3d09e7882563875,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Anthoathecata	Capitata	Corynidae,100	101	72.89
b73e75c4694873bca9356b573102eec4,Eukaryota,86.59	164	83.01
c3405f3d2ae62b811073fc1653f12922,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Leptothecata	Sertulariidae,96.55	109	71.45
c89075bf0406f88b37a8328a4f07f759,Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	mitosporic Pleosporales	Dictyosporium,100	163	73.42
d6c766710abe9fa0fbaf7d071588c779,Eukaryota	Metazoa	Ecdysozoa	Arthropoda	Crustacea	Maxillopoda	Copepoda	Calanoida,100	164	91.52
dd3d0d61907eacf810f77d18c291be4d,Eukaryota	Stramenopiles	Chrysophyceae,99.4	166	72.00
df36aa757ef5238a8de561f4f9a33da8,Eukaryota,94.44	54	85.51
edcbf59b6770ca79b160e90dbd6b6c02,Eukaryota	Alveolata,89.94	169	84.98
ef3fbc6e2d7a6737776bba6071b4928c,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,95.06	162	88.91
f348f93db9c663e01699798e4ead01c9,Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera,99.39	165	72.92
f4e7b3df5f63ba2a40d1ea6b598b4d65,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	162	91.63
f7085432daf77d1adab08b34485adfb7,Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae,99.4	168	73.21
f70b5ca3c5acf6f22b0ece62c6e2d7c8,Eukaryota	Alveolata,86.23	167	83.86
f7f71ac6f5c4e6b1f058cbfb553b20ac,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	88	90.75
ff1b9ad1308752b9660d0aa30d5d9049,Eukaryota	Metazoa	Platyhelminthes	Catenulida	Stenostomidae	Stenostomum,98.78	164	91.15
ffc5d29559e87e00cb370d05dd953ca1,Eukaryota	Metazoa	Cnidaria	Hydrozoa	Hydroidolina	Siphonophorae,100	88	90.75
